"tipo_vivienda","region","area_construccion_m2","nro_habitantes","uso_aire_acondicionado","uso_calefaccion","zona_entorno","nro_electrodomesticos","consumo_kwh_mensual","gasto_usd_mensual"
"departamento","costa",99.5,4,"sí","no","comercial",10,257.7,33.99
"departamento","costa",91.8,7,"sí","no","residencial",12,311.4,34.89
"casa","costa",109.7,3,"no","no","residencial",10,205.2,29.55
"casa","costa",151,4,"no","no","residencial",7,167.2,21.19
"condominio","costa",116.4,1,"no","no","residencial",7,132.1,17.91
"casa","costa",86.6,5,"sí","no","comercial",10,305.6,45.63
"casa","costa",106.4,4,"sí","no","comercial",7,273.8,41.73
"casa","costa",152.4,4,"sí","no","industrial",10,298.7,47.19
"condominio","costa",62.6,4,"no","no","residencial",9,216.5,26.16
"departamento","sierra",71.2,2,"no","no","residencial",9,108.1,15.69
"casa","costa",122.7,4,"no","no","residencial",9,152.2,22.41
"departamento","costa",57.3,3,"no","no","residencial",9,167.1,21.48
"casa","sierra",145.2,5,"sí","no","residencial",5,268.3,30.78
"condominio","costa",89.1,3,"sí","no","comercial",8,321.6,42.74
"casa","costa",112,4,"sí","no","residencial",7,260.5,28.53
"casa","oriente",88,4,"no","no","residencial",6,146.6,20.69
"departamento","oriente",80.4,2,"sí","no","residencial",10,234.1,29.19
"departamento","sierra",68.3,4,"no","no","residencial",5,129.7,15.39
"condominio","costa",91.1,6,"sí","no","residencial",12,367.3,41.83
"departamento","oriente",75.6,3,"no","no","residencial",8,166.7,19.58
"casa","sierra",142.6,6,"no","sí","residencial",5,295.2,33.39
"departamento","sierra",66.6,4,"no","no","comercial",9,162.4,28.29
"departamento","costa",67.2,4,"sí","no","industrial",3,248.4,40.58
"departamento","costa",81.6,3,"sí","no","residencial",9,280.3,37.27
"condominio","sierra",106.7,6,"sí","sí","residencial",11,422.2,44.59
"casa","costa",83.4,4,"sí","no","residencial",8,288.8,31.62
"condominio","sierra",72.6,4,"no","sí","residencial",9,259.4,32.05
"casa","costa",120.9,6,"no","no","comercial",12,232.9,31.87
"casa","sierra",137.5,3,"no","no","residencial",6,140.1,18.31
"casa","sierra",124.2,5,"sí","no","residencial",9,322,39.76
"casa","sierra",107.7,4,"no","no","residencial",11,225.7,31.12
"casa","oriente",115.8,3,"no","no","comercial",9,108.7,20.88
"casa","costa",139.4,4,"sí","no","comercial",8,188.7,30.25
"departamento","costa",95.3,6,"no","no","industrial",7,211.6,34.3
"casa","costa",96.9,5,"sí","no","comercial",6,334.2,49.43
"casa","costa",139.7,1,"sí","no","comercial",5,222.7,34.93
"casa","costa",106.7,6,"sí","no","residencial",11,341,43.41
"casa","sierra",131.5,5,"sí","no","comercial",10,319.4,47.97
"casa","sierra",117.2,5,"sí","no","residencial",11,282.6,31.88
"casa","costa",116.6,5,"sí","no","residencial",7,298.7,34.94
"departamento","sierra",91.5,3,"no","sí","residencial",6,262,33.42
"casa","oriente",169.7,3,"no","no","residencial",9,143.8,18
"casa","costa",119.4,6,"no","no","residencial",10,278.5,37.14
"casa","sierra",103.8,4,"no","no","comercial",6,175,28.06
"departamento","sierra",100.8,1,"no","sí","comercial",8,189.7,28.78
"casa","costa",113.8,3,"no","no","comercial",4,157.1,28.28
"casa","costa",119.1,7,"sí","no","comercial",9,364.9,47.66
"casa","sierra",101.3,5,"sí","sí","residencial",6,364.1,44.5
"departamento","sierra",88.7,2,"no","no","residencial",5,137.8,22.47
"casa","sierra",91.3,4,"no","sí","residencial",6,247.1,28.37
"casa","sierra",96.3,5,"no","no","residencial",9,209.5,24.32
"casa","costa",129.3,4,"sí","no","residencial",11,270.7,31.62
"casa","costa",147.4,2,"sí","no","residencial",8,244.8,30.37
"casa","costa",137.8,3,"no","no","residencial",6,132.9,17.41
"casa","sierra",135.1,3,"no","no","comercial",6,155.1,21.45
"casa","costa",88.8,4,"sí","no","comercial",11,258.9,35.01
"casa","sierra",129.1,1,"no","sí","comercial",4,192.4,29.05
"casa","costa",105.6,3,"no","no","residencial",7,190.4,24.93
"departamento","sierra",81.3,5,"no","sí","comercial",4,267.8,42.04
"departamento","sierra",106.8,4,"sí","sí","residencial",8,355.6,42.47
"casa","costa",89.2,2,"no","no","residencial",9,234.4,29.62
"condominio","sierra",117.7,4,"no","sí","industrial",7,264.1,44
"casa","sierra",83.5,3,"sí","no","residencial",7,202.5,26.49
"casa","oriente",92.4,7,"no","no","residencial",9,246.2,28.54
"casa","costa",124.5,4,"sí","no","residencial",9,322.8,35.57
"condominio","costa",132.7,5,"no","no","comercial",9,242.2,32.87
"departamento","costa",68.8,3,"sí","no","residencial",8,279.8,35.71
"casa","sierra",101.9,2,"no","no","comercial",7,173.3,24.14
"casa","sierra",119.6,5,"no","no","residencial",11,233.8,28.1
"casa","costa",139.9,4,"sí","no","industrial",7,313.8,51.74
"departamento","costa",97.1,4,"no","no","industrial",10,135.1,26.56
"departamento","sierra",78.2,4,"no","sí","residencial",9,240.6,29
"casa","costa",140.1,3,"sí","no","residencial",7,236.9,28.75
"casa","sierra",123.6,6,"no","no","residencial",13,226,31.1
"departamento","costa",78.5,4,"sí","no","residencial",10,283.4,35.84
"casa","oriente",120.9,5,"no","no","industrial",11,197.9,37
"departamento","sierra",102.8,4,"no","no","residencial",6,170.5,25.98
"departamento","costa",64,5,"sí","no","industrial",9,277.1,51.53
"casa","sierra",99.6,3,"no","no","residencial",9,229.9,27.19
"casa","sierra",113.8,5,"no","no","residencial",9,209.3,25.87
"departamento","costa",77.8,3,"sí","no","industrial",8,258.7,48.13
"casa","sierra",131.5,6,"no","no","residencial",7,188.5,23.69
"departamento","costa",88,4,"sí","no","comercial",8,284.9,40.22
"casa","sierra",155.6,2,"no","no","comercial",8,140.1,19.92
"casa","costa",114.2,5,"no","no","residencial",8,198.1,24.19
"departamento","costa",118.1,4,"sí","no","residencial",9,290.6,35.63
"casa","sierra",148.1,4,"no","sí","residencial",6,236.3,32.78
"departamento","sierra",96.7,3,"no","sí","residencial",4,261.3,32.73
"casa","sierra",126.2,3,"no","no","residencial",6,226,30.83
"departamento","costa",84.2,7,"sí","no","residencial",8,283.6,32.23
"casa","sierra",82.9,7,"no","sí","residencial",10,328.1,38.79
"casa","costa",89.8,3,"sí","no","residencial",6,239.4,26.79
"casa","costa",104.2,2,"sí","no","residencial",11,292,33.88
"casa","sierra",121.7,4,"no","no","comercial",8,160,28.58
"departamento","costa",105.2,3,"sí","no","comercial",10,285.1,41.89
"casa","costa",100.9,4,"sí","no","residencial",8,255.3,35.53
"casa","costa",126.1,3,"no","no","residencial",8,156.1,19.33
"casa","costa",76.6,2,"sí","no","comercial",7,194.7,28.77
"condominio","costa",149.1,3,"sí","no","residencial",9,259.9,33.34
"condominio","sierra",96.1,5,"no","sí","residencial",5,322.3,38.3
"casa","costa",82.1,2,"sí","no","residencial",6,249.6,27.7
"casa","oriente",140.9,6,"no","no","industrial",10,206,37.54
"departamento","costa",104.6,3,"sí","no","residencial",8,341.4,42.94
"departamento","sierra",95.5,5,"no","sí","industrial",8,303.1,52.09
"casa","costa",138.7,2,"sí","no","comercial",5,233.5,37.82
"casa","costa",115.7,6,"sí","no","residencial",5,265.8,34.46
"casa","costa",146.4,3,"sí","no","residencial",8,222.7,29.39
"casa","sierra",115.3,7,"no","no","residencial",8,244,29.17
"casa","costa",82,3,"no","no","residencial",5,139.1,23.15
"departamento","sierra",118,3,"no","no","industrial",11,248.7,39.38
"departamento","costa",103.8,1,"sí","no","residencial",5,220.3,24.28
"casa","costa",134.7,4,"no","no","residencial",7,168.8,25.73
"casa","costa",94.6,7,"sí","no","comercial",8,308.4,39.12
"casa","sierra",138.5,5,"no","no","residencial",12,178.2,24.55
"casa","sierra",117.3,3,"sí","no","comercial",8,265.7,41.34
"departamento","costa",103.4,1,"sí","no","residencial",5,164,23.04
"departamento","costa",119.3,2,"sí","no","industrial",9,245.7,41.37
"departamento","costa",69.9,2,"sí","no","industrial",7,197.7,32.73
"casa","costa",130.6,3,"sí","no","residencial",5,230.1,25.6
"casa","sierra",147.3,6,"no","sí","industrial",8,339.4,56.94
"condominio","costa",122.1,5,"no","no","residencial",10,201.8,28.99
"casa","costa",121,6,"no","no","residencial",10,191.1,24.98
"casa","sierra",108.6,3,"sí","no","comercial",8,222.3,31.37
"condominio","costa",112.6,3,"sí","no","residencial",8,229.5,29.55
"departamento","costa",93.6,7,"no","no","industrial",11,266.1,42.85
"condominio","costa",83.4,2,"sí","no","residencial",8,308.9,37.39
"casa","oriente",88.6,3,"no","no","residencial",8,158.1,22.2
